movie_id,title,genres,year,avg_rating,rating_count,tags,tmdb_id,tmdb_title,overview,runtime,release_date,tmdb_vote_average,tmdb_vote_count,director,cast_top3,tmdb_genres,poster_path,popularity
467,Live Nude Girls,['Comedy'],1995.0,5.0,1.0,,26271.0,Live Nude Girls,"A group of old friends at a Hens Night discuss their issues, uncertainties, fears and fantasies.",95.0,1995-12-08,4.5,38.0,Julianna Lavin,Dana Delany|Kim Cattrall|Cynthia Stevenson,Comedy,/vg9piYFtCTHep2V5EmLjwsYMzn2.jpg,3.2257
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The","['Comedy', 'Romance']",1995.0,3.2045454545454546,22.0,,10612.0,The Englishman Who Went Up a Hill But Came Down a Mountain,"When an English cartographer arrives in Wales to tell the residents of the Welsh village of Ffynnon Garw  that their 'mountain' is only a hill, the offended community sets out to remedy the situation.",91.0,1995-05-12,6.3,314.0,Christopher Monger,Hugh Grant|Tara Fitzgerald|Colm Meaney,Drama|Comedy|Romance,/s96XNz6eBsYDK3A9nVyEuHdv7BG.jpg,1.8457
469,"House of the Spirits, The","['Drama', 'Romance']",1993.0,3.4,5.0,,2259.0,The House of the Spirits,"A rancher, his clairvoyant wife and their family face turbulent years in South America.",140.0,1993-10-21,6.9,728.0,Bille August,Meryl Streep|Glenn Close|Jeremy Irons,Romance|Drama,/pS5xqILNBxcjRqLZROIkO4wszrU.jpg,2.6011
470,House Party 3,['Comedy'],1994.0,1.0,1.0,,16097.0,House Party 3,"Hip Hop duo Kid & Play return in the second follow-up to their 1990 screen debut House Party. Kid (Christopher ""Kid"" Reid) is taking the plunge and marrying his girlfriend Veda (Angela Means), while his friend Play (Christopher Martin) is dipping his toes into the music business, managing a roughneck female rap act called Sex as a Weapon. Play books the ladies for a concert with heavy-hitting pr",94.0,1994-01-11,5.1,57.0,Eric Meza,Christopher Reid|Christopher Martin|Angela Means,Comedy,/jLUgvHO3vVLkzKs3OcYksGPbLnA.jpg,1.5086
471,"Hudsucker Proxy, The",['Comedy'],1994.0,3.55,40.0,['hula hoop'],11934.0,The Hudsucker Proxy,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,111.0,1994-03-11,7.1,1167.0,Joel Coen,Tim Robbins|Jennifer Jason Leigh|Charles Durning,Comedy|Drama|Fantasy,/bp5Kg9iT9oSXsECgDkNJVqvIrxX.jpg,3.2111
472,I'll Do Anything,"['Comedy', 'Drama']",1994.0,2.583333333333333,6.0,,106143.0,I'll Do Anything,"Matt Hobbs is a talented but unsuccessful actor. When estranged (and strange) ex-wife Beth dumps their daughter Jeannie on Matt, father and daughter have a lot of adjusting to do. His budding relationship with attractive production assistant Cathy Breslow is made complicated, while the precocious child is overly accustomed to getting her own way. Matt eventually faces the choice of family vs career in a particularly difficult way.",115.0,1994-02-04,5.5,55.0,James L. Brooks,Nick Nolte|Whittni Wright|Albert Brooks,Comedy|Drama|Music,/q7CFDCUNfuOxZssINLGkPE9m2l1.jpg,1.9476
473,In the Army Now,"['Comedy', 'War']",1994.0,1.8571428571428568,7.0,,12475.0,In the Army Now,"Bones Conway and Jack Kaufman, two misguided youths, join the reserves to make some easy money for their entrepreneurial dreams. Unfortunately, no sooner than they finish basic training they find themselves at war as part of the water purification team.",91.0,1994-08-12,5.1,222.0,Daniel Petrie Jr.,Pauly Shore|Andy Dick|Lori Petty,Comedy,/cNIIDaJM9nsDP9tTmAN6sjKpeiN.jpg,1.301
474,In the Line of Fire,"['Action', 'Thriller']",1993.0,3.692857142857143,70.0,['assassination'],9386.0,In the Line of Fire,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",128.0,1993-07-08,7.0,1771.0,Wolfgang Petersen,Clint Eastwood|John Malkovich|Rene Russo,Action|Drama|Thriller|Crime|Mystery,/3NvOFpmyECI3DNExYMtFIRcGMsu.jpg,5.9599
475,In the Name of the Father,['Drama'],1993.0,4.3,25.0,['ireland'],7984.0,In the Name of the Father,"A small-time Belfast thief, Gerry Conlon, is wrongly convicted of an IRA bombing in London, along with his father and friends, and spends 15 years in prison fighting to prove his innocence.",133.0,1993-12-27,7.9,1934.0,Jim Sheridan,Daniel Day-Lewis|Pete Postlethwaite|Emma Thompson,Drama,/3NcIkKxaO2SmRVsG1v50XhtmL0f.jpg,3.3203
476,"Inkwell, The","['Comedy', 'Drama']",1994.0,1.0,1.0,,59930.0,The Inkwell,The Inkwell is about a 16-year-old boy coming of age on Martha's Vineyard in the summer of 1976.,110.0,1994-04-22,5.3,17.0,Matty Rich,Larenz Tate|Joe Morton|Suzzanne Douglas,Comedy|Drama|Romance,/b5qUq9l6ci9KzzAqYhpdxzjY7qi.jpg,1.1099
477,What's Love Got to Do with It?,"['Drama', 'Musical']",1993.0,3.3823529411764706,17.0,['biopic'],15765.0,What's Love Got to Do with It,Singer Tina Turner rises to stardom while mustering the courage to break free from her abusive husband Ike.,118.0,1993-06-09,7.0,358.0,Brian Gibson,Angela Bassett|Laurence Fishburne|Vanessa Bell Calloway,Drama|Music|History,/btC4819GhihmkCELqO3qgepNGos.jpg,2.0676
478,Jimmy Hollywood,"['Comedy', 'Crime', 'Drama']",1994.0,2.5,1.0,,31643.0,Jimmy Hollywood,"Jimmy Alto is an actor wannabe who stumbles into the role of a lifetime. He becomes a vigilante crime-fighter, aided by his sidekick William, who has suffered a head wound and has problems with short-term memory. Jimmy's vigilante alter ego soon becomes a media wonder--but Jimmy remains a total unknown and his long-suffering girl friend Lorraine is getting fed up with the whole situation.",112.0,1994-03-30,5.1,69.0,Barry Levinson,Joe Pesci|Christian Slater|Victoria Abril,Comedy,/o066KgKkw32T4ShvgYO7qHDzZt0.jpg,1.5769
479,Judgment Night,"['Action', 'Crime', 'Thriller']",1993.0,2.25,4.0,,6.0,Judgment Night,"Four young friends, while taking a shortcut en route to a local boxing match, witness a brutal murder which leaves them running for their lives.",109.0,1993-10-15,6.5,368.0,Stephen Hopkins,Emilio Estevez|Cuba Gooding Jr.|Denis Leary,Action|Crime|Thriller,/3rvvpS9YPM5HB2f4HYiNiJVtdam.jpg,1.8095
480,Jurassic Park,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1993.0,3.75,238.0,['dinosaur'],329.0,Jurassic Park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",127.0,1993-06-11,8.0,17643.0,Steven Spielberg,Sam Neill|Laura Dern|Jeff Goldblum,Adventure|Science Fiction,/maFjKnJ62hDQ9E66dKqDZgbUy0H.jpg,8.2413
481,Kalifornia,"['Drama', 'Thriller']",1993.0,3.1578947368421053,19.0,,10909.0,Kalifornia,"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",118.0,1993-06-24,6.6,853.0,Dominic Sena,Brad Pitt|David Duchovny|Juliette Lewis,Thriller|Crime,/aXyA3UvVaXBoX2zq9zH7NcK5rKT.jpg,2.0264
482,Killing Zoe,"['Crime', 'Drama', 'Thriller']",1994.0,3.625,8.0,,507.0,Killing Zoe,"Zed is an American vault-cracker who travels to Paris to meet up with his old friend Eric. Eric and his gang have planned to raid the only bank in the city which is open on Bastille day. After offering his services, Zed soon finds himself trapped in a situation beyond his control when heroin abuse, poor planning and a call-girl named Zoe all conspire to turn the robbery into a very bloody siege.",96.0,1993-10-01,6.2,363.0,Roger Avary,Eric Stoltz|Julie Delpy|Jean-Hugues Anglade,Action|Crime|Drama|Thriller,/k3UEKMVnkljOlsO5sLmz87YGlaG.jpg,2.1985
484,Lassie,"['Adventure', 'Children']",1994.0,3.0,2.0,,29918.0,Lassie,"On their way to start a new life at a sheep farm in rural Virginia, the Turner family are halted by a wreck on the highway that has claimed the life of a truck driver. Spotting the trucker's now-abandoned collie on the side of the road, they take pity on the dog and adopt her. As the city family copes with the change to rural life, including a feud with a neighboring farm family who resent the city interlopers, the ever-loyal Lassie helps them adjust to their new surroundings.",94.0,1994-07-22,6.1,214.0,Daniel Petrie,Tom Guiry|Helen Slater|Jon Tenney,Family|Adventure,/5Tz2rzFivQKmMBz5T8Cj7M7CdnI.jpg,2.4011
485,Last Action Hero,"['Action', 'Adventure', 'Comedy', 'Fantasy']",1993.0,2.9339622641509435,53.0,,9593.0,Last Action Hero,"After his father's death, a young boy finds solace in action movies featuring an indestructible cop. Given a magic ticket by a theater manager, he is transported into the film and teams up with the cop to stop a villain who escapes into the real world.",131.0,1993-06-18,6.5,2945.0,John McTiernan,Arnold Schwarzenegger|Austin O'Brien|Bridgette Wilson-Sampras,Adventure|Fantasy|Action|Comedy|Family,/vkhEaWAv5j3qgrOGp3BgMeiYPKj.jpg,3.8389
486,Life with Mikey,['Comedy'],1993.0,3.0,3.0,,42580.0,Life with Mikey,"Michael Chapman, a former child TV star, runs a struggling talent agency specilizing in child acts. When a young girl off the street puts on a real performance after he catches her picking his pocket, he may have just found the next big thing.",91.0,1993-06-04,5.7,152.0,James Lapine,Michael J. Fox|Christina Vidal Mitchell|Nathan Lane,Comedy|Family,/dKsvF5t5xsm17HG3GJzQQGJpJzP.jpg,1.1503
487,Lightning Jack,"['Comedy', 'Western']",1994.0,2.5,4.0,,22317.0,Lightning Jack,"Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last heist.",98.0,1994-03-11,5.6,137.0,Simon Wincer,Paul Hogan|Beverly D'Angelo|Cuba Gooding Jr.,Comedy|Western,/4YoRERjKWO2442ezcvgEjAZuxWP.jpg,2.1282
488,M. Butterfly,"['Drama', 'Romance']",1993.0,3.0,1.0,"['japan', 'sexuality']",1413.0,M. Butterfly,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling – but Song is not at all who Gallimard thinks.",101.0,1993-10-01,6.6,237.0,David Cronenberg,Jeremy Irons|John Lone|Barbara Sukowa,Romance|Drama|History,/vfutnJ9sgpAtNuPemksd26gd5dC.jpg,2.2952
489,Made in America,['Comedy'],1993.0,2.863636363636364,11.0,,12121.0,Made in America,"A young black woman discovers that her father was a sperm donor, and if that wasn't bad enough, he's white.",111.0,1993-01-06,5.5,385.0,Richard Benjamin,Whoopi Goldberg|Ted Danson|Will Smith,Comedy,/1NLhOZN4AcTSvEPMI3HCjTVSfvy.jpg,2.0043
490,Malice,['Thriller'],1993.0,3.0,12.0,,2246.0,Malice,"A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",107.0,1993-09-29,6.3,505.0,Harold Becker,Alec Baldwin|Nicole Kidman|Bill Pullman,Thriller,/6kcjUrhvHrXSLDLQHvcOvJmLSqs.jpg,2.7705
491,"Man Without a Face, The",['Drama'],1993.0,3.294117647058824,17.0,,10502.0,The Man Without a Face,"Justin McLeod is a former teacher who lives as a recluse on the edge of town after his face is disfigured from an automobile accident ten years earlier, in which a boy was incinerated--and for which he was convicted of involuntary manslaughter. Also suspected of being a paedophile, he is befriended by Chuck, causing the town's suspicions and hostility to be ignited.",115.0,1993-08-25,6.5,550.0,Mel Gibson,Mel Gibson|Nick Stahl|Margaret Whitton,Drama,/9dmH2jc6jwlZo90JQTFOx4XaBWt.jpg,1.8045
492,Manhattan Murder Mystery,"['Comedy', 'Mystery']",1993.0,3.75,14.0,,10440.0,Manhattan Murder Mystery,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,104.0,1993-05-02,7.3,1165.0,Woody Allen,Woody Allen|Diane Keaton|Jerry Adler,Comedy|Mystery,/zrzBIlMyAP7Ac9W5qAy5ssAUdK4.jpg,1.9834
493,Menace II Society,"['Action', 'Crime', 'Drama']",1993.0,3.6666666666666665,12.0,,9516.0,Menace II Society,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,97.0,1993-05-26,7.5,877.0,Albert Hughes,Tyrin Turner|Larenz Tate|Glenn Plummer,Drama|Crime|Thriller,/nS7yqmSVeNoH22VXj69JoFCxW1h.jpg,3.8386
494,Executive Decision,"['Action', 'Adventure', 'Thriller']",1996.0,3.3780487804878048,41.0,,2320.0,Executive Decision,"Terrorists hijack a 747 inbound to Washington D.C., demanding the release of their imprisoned leader. Intelligence expert David Grant suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",132.0,1996-03-15,6.3,1016.0,Stuart Baird,Kurt Russell|Steven Seagal|Halle Berry,Action|Adventure|Drama|Thriller,/hLjXkFr9fHlWzRVwu1T31QSVHRq.jpg,3.4678
495,In the Realm of the Senses (Ai no corrida),['Drama'],1976.0,5.0,1.0,,5879.0,In the Realm of the Senses,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.",105.0,1976-09-15,6.6,716.0,Nagisa Ōshima,Eiko Matsuda|Tatsuya Fuji|Aoi Nakajima,Drama|Romance,/AiFQbgjgSXWPfbi9iIYT39iXWMW.jpg,9.7166
496,What Happened Was...,"['Comedy', 'Drama', 'Romance', 'Thriller']",1994.0,5.0,1.0,,83718.0,What Happened Was...,Jackie and Michael are coworkers at a large law firm. They decide to meet at Jackie's for dinner one night.,91.0,1994-09-09,7.1,44.0,Tom Noonan,Karen Sillas|Tom Noonan,Comedy|Drama|Romance,/mke5aNX5cT6JIWk2ER4ng9dGNNL.jpg,0.4584
497,Much Ado About Nothing,"['Comedy', 'Romance']",1993.0,3.813953488372093,43.0,['shakespeare'],11971.0,Much Ado About Nothing,"In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding.",111.0,1993-05-07,6.9,798.0,Kenneth Branagh,Emma Thompson|Kenneth Branagh|Kate Beckinsale,Drama|Comedy|Romance,/tvltGP6vYOkHdURag0jPSjhPUAV.jpg,2.545
499,Mr. Wonderful,"['Comedy', 'Romance']",1993.0,2.5,2.0,,31911.0,Mr. Wonderful,"Electrician Gus gets the chance to fulfil a childhood dream by buying an old bowling-alley with some of his friends, but first he must find his ex-wife a new husband so he can stop paying alimony.",98.0,1993-10-15,5.5,48.0,Anthony Minghella,Matt Dillon|Annabella Sciorra|Mary-Louise Parker,Comedy|Romance,/AtUjyMEXPR41JWZzGfHEzgmrrHq.jpg,1.5873
500,Mrs. Doubtfire,"['Comedy', 'Drama']",1993.0,3.388888888888889,144.0,"['cross dressing', 'divorce', 'men in drag']",788.0,Mrs. Doubtfire,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as a British nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",125.0,1993-11-24,7.2,6537.0,Chris Columbus,Robin Williams|Sally Field|Lisa Jakub,Comedy|Drama|Family,/shHrSmXS5140o6sQzgzXxn3KqSm.jpg,6.9372
501,Naked,['Drama'],1993.0,3.6666666666666665,6.0,,21450.0,Naked,An unemployed Brit vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,131.0,1993-08-06,7.3,658.0,Mike Leigh,David Thewlis|Lesley Sharp|Katrin Cartlidge,Drama|Comedy,/xMYP4uaNeyPmX4FQ2xxWk2eIN6K.jpg,4.7298
502,"Next Karate Kid, The","['Action', 'Children', 'Romance']",1994.0,2.3666666666666667,15.0,,11231.0,The Next Karate Kid,"Mr. Miyagi decides to take Julie, a troubled teenager, under his wing after he learns that she blames herself for her parents' demise and struggles to adjust with her grandmother and fellow pupils.",107.0,1994-07-18,5.4,1140.0,Christopher Cain,Pat Morita|Hilary Swank|Michael Ironside,Action|Drama|Family|Adventure,/wI3gCi9w1cuUJCiwhviAy46we9Q.jpg,2.7831
504,No Escape,"['Action', 'Drama', 'Sci-Fi']",1994.0,3.0,2.0,,10447.0,No Escape,"In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.",118.0,1994-04-29,6.2,475.0,Martin Campbell,Ray Liotta|Lance Henriksen|Stuart Wilson,Action|Drama|Science Fiction|Thriller,/jRwMdEb5bxwVARU2VmOADTflLfZ.jpg,2.3567
505,North,['Comedy'],1994.0,2.2142857142857144,7.0,,31586.0,North,"Eleven-year-old North has had it with his parents. They are always busy with their careers and don't give North the attention he needs, so he files a lawsuit against them. The judge rules that North should either find new parents or return to his own parents within two months. Thus North starts off on a journey around the world to find parents that really care about him.",87.0,1994-07-22,5.0,276.0,Rob Reiner,Elijah Wood|Bruce Willis|Jason Alexander,Comedy|Adventure|Drama,/e4JEG7dstmurXMUPOW9Jy6UDR9F.jpg,3.7065
506,Orlando,"['Drama', 'Fantasy', 'Romance']",1992.0,4.5,2.0,,9300.0,Orlando,"England, 1600. Queen Elizabeth I promises Orlando, a young nobleman obsessed with poetry, that she will grant him land and fortune if he agrees to satisfy a very particular request.",94.0,1992-12-11,6.9,373.0,Sally Potter,Tilda Swinton|Billy Zane|Lothaire Bluteau,Drama|Fantasy,/seRawEs8eQ8rWfkBm6QC39EQEAU.jpg,2.3682
507,"Perfect World, A","['Crime', 'Drama', 'Thriller']",1993.0,3.3846153846153846,13.0,,9559.0,A Perfect World,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",138.0,1993-11-24,7.5,1809.0,Clint Eastwood,Kevin Costner|Clint Eastwood|Laura Dern,Drama|Crime|Thriller,/kWX2CYM5TbWaZwll4ysh7OjVUmJ.jpg,3.0546
508,Philadelphia,['Drama'],1993.0,3.613636363636364,66.0,['aids'],9800.0,Philadelphia,"Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops, their courage overcomes the prejudice and corruption of their powerful adversaries.",126.0,1993-12-22,7.7,4567.0,Jonathan Demme,Tom Hanks|Denzel Washington|Jason Robards,Drama,/tFe5Yoo5zT495okA49bq1vPPkiV.jpg,5.0638
509,"Piano, The","['Drama', 'Romance']",1993.0,3.540983606557377,61.0,,713.0,The Piano,"When an arranged marriage brings Ada and her spirited daughter to the wilderness of nineteenth-century New Zealand, she finds herself locked in a battle of wills with both her controlling husband and a rugged frontiersman to whom she develops a forbidden attraction.",120.0,1993-05-18,7.4,1626.0,Jane Campion,Holly Hunter|Harvey Keitel|Sam Neill,Drama|Romance,/dUxjG6baSzGIgP7R8BQI5rpMuET.jpg,5.2268
510,Poetic Justice,['Drama'],1993.0,3.0,1.0,,8291.0,Poetic Justice,"Still grieving after the murder of her boyfriend, hairdresser Justice writes poetry to deal with the pain of her loss. Unable to get to Oakland to attend a convention because of her broken-down car, Justice gets a lift with her friend, Iesha, and Iesha's postal worker boyfriend, Chicago. Along for the ride is Chicago's co-worker, Lucky, to whom Justice grows close after some initial problems. But is she ready to open her heart again?",109.0,1993-07-23,6.8,271.0,John Singleton,Janet Jackson|Tupac Shakur|Regina King,Drama|Romance,/6jE7Vzh3edBQtbbDcF4AC5gMX2g.jpg,1.9504
511,"Program, The","['Action', 'Drama']",1993.0,3.0,2.0,,18133.0,The Program,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",112.0,1993-09-24,6.4,105.0,David S. Ward,James Caan|Halle Berry|Omar Epps,Drama|Action|Romance,/4pdbutHc9SLEPmdLKtlVffiLByP.jpg,1.9783
512,"Puppet Masters, The","['Horror', 'Sci-Fi']",1994.0,3.0,4.0,,25557.0,The Puppet Masters,"The Midwest USA is invaded by stingray-shaped alien slugs that ride on people's backs and control their minds in order to spread their dominion. Government agency reps Sam Givens, Andrew Nivens, and Mary Sefton must stop the aliens.",109.0,1994-10-21,5.8,196.0,Stuart Orme,Donald Sutherland|Eric Thal|Julie Warner,Horror|Science Fiction|Thriller,/8xJGom6fUqmVhJ7EWprZEHygUis.jpg,1.6936
513,Radioland Murders,"['Comedy', 'Mystery', 'Romance']",1994.0,3.375,4.0,"['radio', 'show business']",22588.0,Radioland Murders,A series of mysterious crimes threatens the existence of a new radio network.,108.0,1994-10-21,5.9,55.0,Mel Smith,Brian Benben|Mary Stuart Masterson|Ned Beatty,Comedy|Crime|Drama,/l9pvl3AH4UsUvLn4yUP0RR4pltx.jpg,1.2726
514,"Ref, The",['Comedy'],1994.0,3.4166666666666665,18.0,,10872.0,The Ref,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",97.0,1994-03-09,6.5,367.0,Ted Demme,Denis Leary|Judy Davis|Kevin Spacey,Comedy|Crime|Drama,/ym7Kx3iDmalK8kXKvVQwnFYABEV.jpg,1.5209
515,"Remains of the Day, The","['Drama', 'Romance']",1993.0,3.6041666666666665,24.0,"['butler', 'housekeeper']",1245.0,The Remains of the Day,A rule-bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,134.0,1993-11-05,7.4,1475.0,James Ivory,Anthony Hopkins|Emma Thompson|James Fox,Drama|Romance,/uDGDtqSvuch324WnM7Ukdp1bCAQ.jpg,3.3525
516,Renaissance Man,"['Comedy', 'Drama']",1994.0,3.055555555555556,18.0,['military'],11858.0,Renaissance Man,"An advertising man is slowly sliding downhill. When he is fired from his job in Detroit, he signs up for unemployment. One day they find him a job: teaching thinking skills to Army recruits. He arrives on base to find that there is no structure set up for the class.",128.0,1994-06-03,6.1,312.0,Penny Marshall,Danny DeVito|Gregory Hines|James Remar,Comedy|Drama,/iPRtaSfN8gNWFclgrcg5oD3V41i.jpg,1.8055
517,Rising Sun,"['Action', 'Drama', 'Mystery']",1993.0,3.2777777777777777,9.0,,7007.0,Rising Sun,"When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Connor and Web Smith are called in to investigate. Although Connor has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",125.0,1993-07-30,6.1,822.0,Philip Kaufman,Sean Connery|Wesley Snipes|Tia Carrere,Action|Drama|Thriller,/jVWEeZ383peKxwE284AdyHqq6GH.jpg,2.8722
518,"Road to Wellville, The",['Comedy'],1994.0,2.375,4.0,,10467.0,The Road to Wellville,"An unhappy young couple visit the infamous Kellogg spa in Battle Creek, Michigan while a young hustler tries get into the breakfast-cereal business and compete against John Kellogg's corn flakes.",118.0,1994-10-28,5.6,190.0,Alan Parker,Anthony Hopkins|Bridget Fonda|Matthew Broderick,Comedy|Romance|Drama,/zh7OVdFMpqpZ027z9RgVIwzxYjZ.jpg,1.877
519,RoboCop 3,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",1993.0,2.4047619047619047,21.0,,5550.0,RoboCop 3,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, RoboCop must decide where his loyalties lie.",105.0,1993-01-21,4.9,1424.0,Fred Dekker,Robert John Burke|Nancy Allen|Rip Torn,Action|Adventure|Crime|Science Fiction|Thriller,/ppLSSwCuC5ERRWbu9H3R8SPL9AM.jpg,3.892
520,Robin Hood: Men in Tights,['Comedy'],1993.0,3.130434782608696,69.0,,8005.0,Robin Hood: Men in Tights,"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.",104.0,1993-07-28,6.6,2242.0,Mel Brooks,Cary Elwes|Richard Lewis|Roger Rees,Comedy,/woexOLEkUlYsPLLuZRK6LjZaF38.jpg,3.7221
521,Romeo Is Bleeding,"['Crime', 'Thriller']",1993.0,3.1666666666666665,3.0,,2088.0,Romeo Is Bleeding,A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.,100.0,1993-09-13,6.3,205.0,Peter Medak,Gary Oldman|Lena Olin|Annabella Sciorra,Crime|Drama|Romance,/ojXNRpHMXU99UFmF9MKKiJCymKr.jpg,1.871
522,Romper Stomper,"['Action', 'Drama']",1992.0,3.2857142857142856,7.0,"['australia', 'racism', 'violence']",10412.0,Romper Stomper,"Nazi skinheads in Melbourne take out their anger on local Vietnamese, who are seen as threatening racial purity. Finally the Vietnamese have had enough and confront the skinheads in an all-out confrontation, sending the skinheads running. A woman who is prone to epileptic seizures joins the skins' merry band, and helps them on their run from justice, but is her affliction also a sign of impurity?",94.0,1992-03-05,6.5,554.0,Geoffrey Wright,Russell Crowe|Daniel Pollock|Jacqueline McKenzie,Action|Drama|Thriller,/urE3Jzl3zuz2XUmAq2rXubYn3SD.jpg,1.7063
523,Ruby in Paradise,['Drama'],1993.0,3.5,4.0,,47889.0,Ruby in Paradise,"Reeling from her mother's recent death, Ruby Lee Gissing relocates to Florida to start anew. After finding a job at a souvenir store, Ruby becomes friends with the shop's owner, Mildred Chambers, and slowly acclimates to her new surroundings. Before long, she's juggling the affections of Mildred's Lothario son, Ricky, and the good-natured Mike. As she wavers between Ricky and Mike, Ruby also tries to come to terms with her past.",114.0,1993-10-08,5.9,36.0,Victor Nuñez,Ashley Judd|Todd Field|Bentley Mitchum,Drama|Romance,/gk0vbIVYwpXxSf1wQbS2r9IsBoV.jpg,0.8221
524,Rudy,['Drama'],1993.0,3.485294117647059,34.0,['football'],14534.0,Rudy,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",114.0,1993-09-17,7.334,739.0,David Anspaugh,Sean Astin|Jon Favreau|Ned Beatty,Drama|History,/fAbfTCRpjHe2rprXBly55KL1dL9.jpg,5.2738
526,"Savage Nights (Nuits fauves, Les)",['Drama'],1992.0,4.0,1.0,,41878.0,Savage Nights,"Jean is young, gay, and promiscuous. Only after he meets one or two women, including Laura, does he come to realize his bisexuality. Jean has to overcome a personal crisis and a tough choice between Laura and his male lover Samy.",126.0,1992-10-21,6.4,79.0,Cyril Collard,Cyril Collard|Romane Bohringer|Carlos López,Drama,/wPzs0G2LV6shi0zpxdYOVZcuBDP.jpg,1.5679
527,Schindler's List,"['Drama', 'War']",1993.0,4.225,220.0,"['based on a true story', 'biography', 'disturbing', 'holocaust', 'moving', 'thought-provoking']",424.0,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,195.0,1993-12-15,8.567,17239.0,Steven Spielberg,Liam Neeson|Ben Kingsley|Ralph Fiennes,Drama|History|War,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,22.0075
